step,time,car_id,driver_name,lap,lap_distance,velocity,battery_pct,tire_deg,attack_mode
57100,57.08125686645508,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57100,57.08125686645508,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57100,57.08125686645508,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57100,57.08125686645508,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57100,57.08125686645508,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57200,57.18120193481445,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57200,57.18120193481445,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57200,57.18120193481445,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57200,57.18120193481445,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57200,57.18120193481445,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57200,57.18120193481445,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57200,57.18120193481445,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57200,57.18120193481445,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57200,57.18120193481445,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57200,57.18120193481445,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57300,57.28114700317383,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57300,57.28114700317383,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57300,57.28114700317383,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57300,57.28114700317383,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57300,57.28114700317383,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57300,57.28114700317383,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57300,57.28114700317383,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57300,57.28114700317383,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57300,57.28114700317383,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57300,57.28114700317383,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57400,57.3810920715332,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57400,57.3810920715332,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57400,57.3810920715332,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57400,57.3810920715332,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57400,57.3810920715332,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57400,57.3810920715332,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57400,57.3810920715332,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57400,57.3810920715332,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57400,57.3810920715332,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57400,57.3810920715332,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57500,57.48103713989258,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57500,57.48103713989258,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57500,57.48103713989258,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57500,57.48103713989258,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57500,57.48103713989258,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57500,57.48103713989258,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57500,57.48103713989258,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57500,57.48103713989258,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57500,57.48103713989258,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57500,57.48103713989258,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57600,57.58098220825195,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57600,57.58098220825195,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57600,57.58098220825195,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57600,57.58098220825195,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57600,57.58098220825195,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57600,57.58098220825195,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57600,57.58098220825195,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57600,57.58098220825195,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57600,57.58098220825195,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57600,57.58098220825195,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57700,57.68092727661133,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57700,57.68092727661133,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57700,57.68092727661133,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57700,57.68092727661133,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57700,57.68092727661133,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57700,57.68092727661133,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57700,57.68092727661133,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57700,57.68092727661133,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57700,57.68092727661133,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57700,57.68092727661133,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57800,57.7808723449707,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57800,57.7808723449707,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57800,57.7808723449707,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57800,57.7808723449707,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57800,57.7808723449707,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57800,57.7808723449707,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57800,57.7808723449707,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57800,57.7808723449707,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57800,57.7808723449707,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57800,57.7808723449707,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
57900,57.88081741333008,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
57900,57.88081741333008,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
57900,57.88081741333008,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
57900,57.88081741333008,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
57900,57.88081741333008,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
57900,57.88081741333008,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
57900,57.88081741333008,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
57900,57.88081741333008,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
57900,57.88081741333008,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
57900,57.88081741333008,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58000,57.98076248168945,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58000,57.98076248168945,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58000,57.98076248168945,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58000,57.98076248168945,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58000,57.98076248168945,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58000,57.98076248168945,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58000,57.98076248168945,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58000,57.98076248168945,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58000,57.98076248168945,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58000,57.98076248168945,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58100,58.08070755004883,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58100,58.08070755004883,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58100,58.08070755004883,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58100,58.08070755004883,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58100,58.08070755004883,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58100,58.08070755004883,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58100,58.08070755004883,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58100,58.08070755004883,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58100,58.08070755004883,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58100,58.08070755004883,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58200,58.1806526184082,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58200,58.1806526184082,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58200,58.1806526184082,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58200,58.1806526184082,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58200,58.1806526184082,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58200,58.1806526184082,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58200,58.1806526184082,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58200,58.1806526184082,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58200,58.1806526184082,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58200,58.1806526184082,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58300,58.28059768676758,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58300,58.28059768676758,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58300,58.28059768676758,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58300,58.28059768676758,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58300,58.28059768676758,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58300,58.28059768676758,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58300,58.28059768676758,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58300,58.28059768676758,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58300,58.28059768676758,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58300,58.28059768676758,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58400,58.38054275512695,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58400,58.38054275512695,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58400,58.38054275512695,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58400,58.38054275512695,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58400,58.38054275512695,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58400,58.38054275512695,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58400,58.38054275512695,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58400,58.38054275512695,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58400,58.38054275512695,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58400,58.38054275512695,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58500,58.48048782348633,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58500,58.48048782348633,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58500,58.48048782348633,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58500,58.48048782348633,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58500,58.48048782348633,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58500,58.48048782348633,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58500,58.48048782348633,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58500,58.48048782348633,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58500,58.48048782348633,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58500,58.48048782348633,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58600,58.5804328918457,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58600,58.5804328918457,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58600,58.5804328918457,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58600,58.5804328918457,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58600,58.5804328918457,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58600,58.5804328918457,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58600,58.5804328918457,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58600,58.5804328918457,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58600,58.5804328918457,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58600,58.5804328918457,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58700,58.68037796020508,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58700,58.68037796020508,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58700,58.68037796020508,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58700,58.68037796020508,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58700,58.68037796020508,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58700,58.68037796020508,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58700,58.68037796020508,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58700,58.68037796020508,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58700,58.68037796020508,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58700,58.68037796020508,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58800,58.78032302856445,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58800,58.78032302856445,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58800,58.78032302856445,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58800,58.78032302856445,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58800,58.78032302856445,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58800,58.78032302856445,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58800,58.78032302856445,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58800,58.78032302856445,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58800,58.78032302856445,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58800,58.78032302856445,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
58900,58.88026809692383,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
58900,58.88026809692383,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
58900,58.88026809692383,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
58900,58.88026809692383,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
58900,58.88026809692383,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
58900,58.88026809692383,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
58900,58.88026809692383,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
58900,58.88026809692383,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
58900,58.88026809692383,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
58900,58.88026809692383,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59000,58.9802131652832,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59000,58.9802131652832,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59000,58.9802131652832,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59000,58.9802131652832,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59000,58.9802131652832,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59000,58.9802131652832,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59000,58.9802131652832,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59000,58.9802131652832,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59000,58.9802131652832,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59000,58.9802131652832,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59100,59.08015823364258,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59100,59.08015823364258,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59100,59.08015823364258,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59100,59.08015823364258,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59100,59.08015823364258,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59100,59.08015823364258,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59100,59.08015823364258,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59100,59.08015823364258,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59100,59.08015823364258,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59100,59.08015823364258,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59200,59.18010330200195,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59200,59.18010330200195,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59200,59.18010330200195,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59200,59.18010330200195,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59200,59.18010330200195,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59200,59.18010330200195,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59200,59.18010330200195,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59200,59.18010330200195,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59200,59.18010330200195,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59200,59.18010330200195,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59300,59.28004837036133,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59300,59.28004837036133,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59300,59.28004837036133,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59300,59.28004837036133,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59300,59.28004837036133,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59300,59.28004837036133,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59300,59.28004837036133,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59300,59.28004837036133,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59300,59.28004837036133,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59300,59.28004837036133,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59400,59.3799934387207,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59400,59.3799934387207,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59400,59.3799934387207,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59400,59.3799934387207,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59400,59.3799934387207,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59400,59.3799934387207,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59400,59.3799934387207,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59400,59.3799934387207,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59400,59.3799934387207,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59400,59.3799934387207,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
59500,59.47993850708008,1,Driver 1,4,1782.8626708984375,28.27965216464037,74.20454243757632,0.0020182905718684196,False
59500,59.47993850708008,2,Driver 2,4,1838.5126953125,42.50681690651732,73.8051752235991,0.0020191241055727005,False
59500,59.47993850708008,3,Driver 3,4,1922.8436279296875,53.40298842220058,73.41265849565022,0.0020206000190228224,False
59500,59.47993850708008,4,Driver 4,4,1834.4183349609375,41.77632953991129,73.83729773031153,0.002019015606492758,False
59500,59.47993850708008,5,Driver 5,4,1911.2728271484375,52.2159550771437,73.45881994434988,0.002020304324105382,False
59500,59.47993850708008,6,Driver 6,4,1873.06396484375,47.708069262226765,73.6312152170959,0.0020196903496980667,False
59500,59.47993850708008,7,Driver 7,4,1797.583251953125,33.41810492217883,74.08005968778971,0.002018480561673641,False
59500,59.47993850708008,8,Driver 8,4,1860.891357421875,46.033762234461314,73.68664797594187,0.002019499661400914,False
59500,59.47993850708008,9,Driver 9,5,0.0269775390625,55.77622633194286,73.31416383795428,0.002021046355366707,False
59500,59.47993850708008,10,Driver 10,4,1855.631103515625,45.255993160122046,73.72052423600482,0.0020193946547806263,False
